unique_key;created_date;closed_date;descriptor_raw;descriptor_len;registro_escritura;complaint_type;descriptor;priority;agency;sla_dias;ubigeo;departamento;provincia;distrito;incident_address;latitude;longitude;reporter_name;reporter_email;reporter_phone;sector;open_data_channel_type;attachment_count;acepta_politica_privacidad;status;dias_resolucion;cumple_sla;dni;confianza;evidencia
PE311-2024-000206;5/07/2024 17:33;17/07/2024 10:33;La luz del poste en Av. Brasil cuadra 11, Lima, prende y apaga toda la noche. Molesta y ademas no alumbra bien.;111;coloquial;ALUMBRADO_PUBLICO;LUMINARIA_INTERMITENTE;MEDIA;CONCESIONARIA_ELECTRICA;7;150101;LIMA;LIMA;LIMA;Av. Brasil Cdra. 11;-12.028977;-77.064799;Rosa Vargas Vargas;rosa.vargas49@example.pe;997988347;CIUDADANO;APP_MOVIL;2;1;CERRADO;11.71;0;4201;;2 archivo(s) adjunto(s)
PE311-2024-000207;25/09/2024 02:30;3/10/2024 21:30;Informo que el poste ubicado en Jr. Junin cuadra 9, Miraflores, presenta una inclinacion pronunciada con riesgo de colapso sobre viviendas contiguas.;149;formal;ALUMBRADO_PUBLICO;POSTE_INCLINADO;ALTA;CONCESIONARIA_ELECTRICA;7;150122;LIMA;LIMA;MIRAFLORES;Jr. Junin Cdra. 9;-12.124692;-77.035288;Ricardo Castillo Chavez;ricardo.castillo38@example.pe;983438954;CIUDADANO;APP_MOVIL;1;1;CERRADO;8.79;0;4202;;1 archivo(s) adjunto(s)
PE311-2024-000208;8/01/2024 04:15;29/01/2024 15:15;Todos los fines de semana ponen musica a todo volumen en Calle Tacna cuadra 26, Santiago De Surco hasta las 4 de la manana. No podemos dormir.;142;coloquial;CONTAMINACION_Y_RUIDO;RUIDO_NOCTURNO;MEDIA;MUNICIPALIDAD_DISTRITAL;10;150140;LIMA;LIMA;SANTIAGO DE SURCO;Calle Tacna Cdra. 26;-12.118083;-76.987264;Jose Ramos Mamani;jose.ramos74@example.pe;969858676;INSTITUCION_PUBLICA;WEB;1;1;CERRADO;21.46;0;4203;;1 archivo(s) adjunto(s)
PE311-2026-000209;18/01/2026 20:25;2/02/2026 08:25;El semaforo del cruce de Jr. Ayacucho cuadra 22 en San Martin De Porres no funciona hace 34 dias. Es un caos, ya casi chocan varias veces.;138;coloquial;TRANSPORTE_Y_TRANSITO;SEMAFORO_MALOGRADO;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;150136;LIMA;LIMA;SAN MARTIN DE PORRES;Jr. Ayacucho Cdra. 22;-12.00722;-77.082511;Maria Reyes Alvarez;maria.reyes68@example.pe;919212041;CIUDADANO;TELEFONO;0;1;CERRADO;14.5;0;4204;;Sin evidencia adjunta
PE311-2024-000210;16/11/2024 02:57;30/11/2024 14:57;Siempre estacionan sobre la vereda en Av. La Marina cuadra 11, Lima y no se puede caminar. Ya reclamamos varias veces.;118;coloquial;TRANSPORTE_Y_TRANSITO;ESTACIONAMIENTO_INDEBIDO;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;150101;LIMA;LIMA;LIMA;Av. La Marina Cdra. 11;-12.045922;-77.048965;Sofia Espinoza Torres;sofia.espinoza34@example.pe;975195615;INSTITUCION_PRIVADA;WEB;0;1;CERRADO;14.5;0;4205;;Sin evidencia adjunta
PE311-2024-000211;26/01/2024 04:18;29/01/2024 01:18;En Jr. Ayacucho cuadra 9 de Lima nunca pasa el serenazgo. Ya van 21 robos este mes en la misma esquina.;103;coloquial;SEGURIDAD_CIUDADANA;ZONA_SIN_PATRULLAJE;MEDIA;SERENAZGO;2;150101;LIMA;LIMA;LIMA;Jr. Ayacucho Cdra. 9;-12.052371;-77.025648;Carlos Flores Chavez;carlos.flores81@example.pe;989098305;CIUDADANO;APP_MOVIL;0;1;CERRADO;2.88;0;4206;;Sin evidencia adjunta
PE311-2025-000212;7/05/2025 14:18;;Siempre estácionan sobre la vereda en Jr. Bolivar cuadra 2, San Miguel y no se puede caminar. Ya reclamamos varias veces. Gracias.;130;coloquial;TRANSPORTE_Y_TRANSITO;ESTACIONAMIENTO_INDEBIDO;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;150137;LIMA;LIMA;SAN MIGUEL;Jr. Bolivar Cdra. 2;-12.079835;-77.076533;Luis Rojas Diaz;luis.rojas59@example.pe;990154386;CIUDADANO;WEB;1;1;DERIVADO;;;4207;;1 archivo(s) adjunto(s)
PE311-2024-000213;25/02/2024 23:49;1/03/2024 21:49;El desague se ha atorado en Av. Los Proceres cuadra 10 Lima y esta saliendo agua sucia a la pista. El olor es terrible y hay ninos jugando cerca.;145;coloquial;AGUA_Y_SANEAMIENTO;DESAGUE_ATORADO;ALTA;EPS_SANEAMIENTO;3;150101;LIMA;LIMA;LIMA;Av. Los Proceres Cdra. 10;-12.044531;-77.064135;Milagros Torres Ramos;milagros.torres89@example.pe;964261470;CIUDADANO;TELEFONO;1;1;CERRADO;4.92;0;4208;;1 archivo(s) adjunto(s)
PE311-2025-000214;30/09/2025 16:43;;Informo que el terreno baldio ubicado en Jr. Bolivar cuadra 16, San Isidro, se ha convertido en un punto critico de acumulacion de residuos. Solicito operativo de limpieza y colocacion de senalizacion preventiva.;212;formal;LIMPIEZA_PUBLICA;PUNTO_CRITICO_BASURA;MEDIA;MUNICIPALIDAD_DISTRITAL;5;150130;LIMA;LIMA;SAN ISIDRO;Jr. Bolivar Cdra. 16;-12.090457;-77.039669;Miguel Diaz Alvarez;miguel.diaz84@example.pe;960601022;CIUDADANO;APP_MOVIL;0;1;EN_PROCESO;;;4209;;Sin evidencia adjunta
PE311-2024-000215;11/10/2024 05:12;13/10/2024 11:12;No tenemos agua en toda la cuadra 2 de Av. Grau, San Miguel, desde ayer. No avisaron de ningun corte programado.;112;coloquial;AGUA_Y_SANEAMIENTO;CORTE_NO_PROGRAMADO;MEDIA;EPS_SANEAMIENTO;3;150137;LIMA;LIMA;SAN MIGUEL;Av. Grau Cdra. 2;-12.091838;-77.100983;Patricia Flores Paredes;patricia.flores69@example.pe;941093796;CIUDADANO;WEB;2;1;CERRADO;2.25;1;4210;;2 archivo(s) adjunto(s)
PE311-2025-000216;26/06/2025 00:52;8/07/2025 04:52;URGENTE: buzon abierto sin tapa en Av. Angamos cuadra 15 Lima. Un nino se puede caer adentro. Por favor vengan rapido.;118;coloquial;VIA_PUBLICA;BUZON_SIN_TAPA;ALTA;MUNICIPALIDAD_DISTRITAL;15;150101;LIMA;LIMA;LIMA;Av. Angamos Cdra. 15;-12.03572;-77.057547;Elena Ramos Quispe;elena.ramos83@example.pe;951324859;CIUDADANO;APP_MOVIL;0;1;CERRADO;12.17;1;4062;;Sin evidencia adjunta
PE311-2025-000217;12/06/2025 03:33;;El desague se ha atorado en Av. Grau cuadra 18 La Victoria y esta saliendo agua sucia a la pista. El olor es terrible y hay ninos jugando cerca. Gracias.;153;coloquial;AGUA_Y_SANEAMIENTO;DESAGUE_ATORADO;ALTA;EPS_SANEAMIENTO;3;150117;LIMA;LIMA;LA VICTORIA;Av. Grau Cdra. 18;-12.053798;-77.03475;Gabriela Flores Quispe;gabriela.flores51@example.pe;942383501;INSTITUCION_PRIVADA;WEB;0;1;ASIGNADO;;;4211;;Sin evidencia adjunta
PE311-2026-000218;4/01/2026 07:27;;Comunico el arrojo de desmonte de construccion en la via publica, Jr. Cusco cuadra 6, San Isidro, presuntamente proveniente de una obra sin autorizacion.;153;formal;LIMPIEZA_PUBLICA;DESMONTE_VIA_PUBLICA;MEDIA;MUNICIPALIDAD_DISTRITAL;5;150130;LIMA;LIMA;SAN ISIDRO;Jr. Cusco Cdra. 6;-12.080889;-77.036893;Maria Espinoza Reyes;maria.espinoza58@example.pe;910002462;CIUDADANO;APP_MOVIL;0;1;EN_PROCESO;;;4212;;Sin evidencia adjunta
PE311-2024-000219;25/07/2024 19:14;27/08/2024 06:14;Hay materiales de construccion tirados en media pista de Jr. Amazonas cuadra 16, Lima. No se puede pasar, obligan a los carros a subir a la vereda.;147;coloquial;VIA_PUBLICA;OBSTRUCCION_VIA;BAJA;MUNICIPALIDAD_DISTRITAL;15;150101;LIMA;LIMA;LIMA;Jr. Amazonas Cdra. 16;-12.033225;-77.053016;Pedro Vargas Huaman;pedro.vargas59@example.pe;943855429;CIUDADANO;APP_MOVIL;0;1;CERRADO;32.46;0;4213;;Sin evidencia adjunta
PE311-2024-000220;7/01/2024 10:14;12/01/2024 08:14;Hay una fuga de agua en Av. Los Proceres cuadra 1, Villa El Salvador. Se esta perdiendo un monton de agua hace 17 dias y nadie viene.;133;coloquial;AGUA_Y_SANEAMIENTO;FUGA_AGUA_POTABLE;MEDIA;EPS_SANEAMIENTO;3;150142;LIMA;LIMA;VILLA EL SALVADOR;Av. Los Proceres Cdra. 1;-12.211944;-76.957552;Diego Ramos Salazar;diego.ramos21@example.pe;953361022;CIUDADANO;WEB;1;1;CERRADO;4.92;0;4214;;1 archivo(s) adjunto(s)
PE311-2026-000221;15/05/2026 06:26;;Las combis se paran en media pista en Av. Colonial cuadra 18, Lima, formando un paradero informal. Bloquean todo el trafico.;124;coloquial;TRANSPORTE_Y_TRANSITO;PARADERO_INFORMAL;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;150101;LIMA;LIMA;LIMA;Av. Colonial Cdra. 18;-12.037266;-77.034177;Alonso Alvarez Ccahuana;alonso.alvarez50@example.pe;975810508;CIUDADANO;APP_MOVIL;0;1;RECIBIDO;;;4215;;Sin evidencia adjunta
PE311-2024-000222;22/02/2024 02:19;;basura x todos lados en Av. La Marina 15 Lima, ya 41 dias sin q pase el camion, esto es un asco;95;informal;LIMPIEZA_PUBLICA;ACUMULACION_RESIDUOS;MEDIA;MUNICIPALIDAD_DISTRITAL;5;150101;LIMA;LIMA;LIMA;Av. La Marina Cdra. 15;-12.060639;-77.042706;Maria Cordova Reyes;maria.cordova67@example.pe;999981738;CIUDADANO;APP_MOVIL;0;1;DERIVADO;;;4216;;Sin evidencia adjunta
PE311-2026-000223;11/01/2026 22:00;30/01/2026 12:00;Hay un olor horrible que sale de un local en Jr. Huancavelica cuadra 24, Lima. Parece quimico, nos arde la garganta.;116;coloquial;CONTAMINACION_Y_RUIDO;OLORES_NOCIVOS;MEDIA;MUNICIPALIDAD_DISTRITAL;10;150101;LIMA;LIMA;LIMA;Jr. Huancavelica Cdra. 24;-12.03826;-77.045417;Lucia Rojas Huaman;lucia.rojas72@example.pe;919910735;INSTITUCION_PUBLICA;WEB;1;1;CERRADO;18.58;0;4217;;1 archivo(s) adjunto(s)
PE311-2026-000224;7/05/2026 18:02;29/05/2026 15:02;Comunico el funcionamiento de un taller de pintura automotriz sin autorizacion en Av. Arequipa cuadra 25, Lima, que emite solventes a la via publica.;149;formal;CONTAMINACION_Y_RUIDO;TALLER_INFORMAL;MEDIA;MUNICIPALIDAD_DISTRITAL;10;150101;LIMA;LIMA;LIMA;Av. Arequipa Cdra. 25;-12.038622;-77.021416;Pedro Diaz Reyes;pedro.diaz77@example.pe;946646460;INSTITUCION_PRIVADA;WEB;1;1;CERRADO;21.88;0;4218;;1 archivo(s) adjunto(s)
PE311-2024-000225;22/02/2024 12:33;7/03/2024 23:33;Comunico el funcionamiento de un taller de pintura automotriz sin autorizacion en Calle Las Begonias cuadra 17, San Miguel, que emite solventes a la via publica.;161;formal;CONTAMINACION_Y_RUIDO;TALLER_INFORMAL;MEDIA;MUNICIPALIDAD_DISTRITAL;10;150137;LIMA;LIMA;SAN MIGUEL;Calle Las Begonias Cdra. 17;-12.077993;-77.105971;Alonso Salazar Torres;alonso.salazar23@example.pe;982972579;CIUDADANO;WEB;1;1;CERRADO;14.46;0;4219;;1 archivo(s) adjunto(s)
PE311-2024-000226;2/04/2024 18:09;26/04/2024 20:09;Siempre estacionan sobre la vereda en Av. Wiese cuadra 8, Arequipa y no se puede caminar. Ya reclamamos varias veces.;117;coloquial;TRANSPORTE_Y_TRANSITO;ESTACIONAMIENTO_INDEBIDO;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;40101;AREQUIPA;AREQUIPA;AREQUIPA;Av. Wiese Cdra. 8;-16.406482;-71.523839;Gabriela Paredes Rojas;gabriela.paredes84@example.pe;977612541;CIUDADANO;APP_MOVIL;1;1;CERRADO;24.08;0;4220;;1 archivo(s) adjunto(s)
PE311-2024-000227;30/06/2024 13:04;19/07/2024 16:04;hay un hueco enorme en Av. El Sol cuadra 28 Callao q ya lleva meses, cada vez esta mas grande, nadie viene a arreglar nada;122;informal;VIA_PUBLICA;BACHE_PISTA;BAJA;MUNICIPALIDAD_DISTRITAL;15;70101;CALLAO;CALLAO;CALLAO;Av. El Sol Cdra. 28;-12.062105;-77.129444;Maria Huaman Rojas;maria.huaman73@example.pe;975851111;CIUDADANO;PRESENCIAL;1;1;CERRADO;19.12;0;4221;;1 archivo(s) adjunto(s)
PE311-2025-000228;13/03/2025 09:31;25/03/2025 02:31;El poste de luz de Jr. Huancavelica cuadra 9 en La Victoria esta apagado hace como 13 dias. La cuadra esta oscurisima en las noches y ya han asaltado ahi.;154;coloquial;ALUMBRADO_PUBLICO;POSTE_APAGADO;MEDIA;CONCESIONARIA_ELECTRICA;7;150117;LIMA;LIMA;LA VICTORIA;Jr. Huancavelica Cdra. 9;-12.066652;-76.997888;Alonso Alvarez Castillo;alonso.alvarez96@example.pe;928626504;CIUDADANO;APP_MOVIL;0;1;CERRADO;11.71;0;4222;;Sin evidencia adjunta
PE311-2025-000229;10/12/2025 07:01;25/12/2025 01:01;Siempre estácionan sobre la vereda en Av. Colonial cuadra 11, Lima y no se puede caminar. Ya reclamamos varias veces.;117;coloquial;TRANSPORTE_Y_TRANSITO;ESTACIONAMIENTO_INDEBIDO;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;150101;LIMA;LIMA;LIMA;Av. Colonial Cdra. 11;-12.038186;-77.050312;Sofia Rojas Mamani;sofia.rojas53@example.pe;980399421;INSTITUCION_PRIVADA;TELEFONO;3;1;CERRADO;14.75;0;4223;;3 archivo(s) adjunto(s)
PE311-2024-000230;17/08/2024 18:01;10/09/2024 22:01;El parque de Av. La Marina cuadra 8, San Martin De Porres esta abandonado. Los juegos estan rotos y hay basura por todos lados. Los ninos no tienen donde jugar.;160;coloquial;AREAS_VERDES;PARQUE_ABANDONADO;BAJA;MUNICIPALIDAD_DISTRITAL;20;150136;LIMA;LIMA;SAN MARTIN DE PORRES;Av. La Marina Cdra. 8;-12.030045;-77.073941;Carlos Rojas Chavez;carlos.rojas54@example.pe;999934829;CIUDADANO;WEB;1;1;CERRADO;24.17;0;4224;;1 archivo(s) adjunto(s)
PE311-2024-000231;23/08/2024 01:07;1/09/2024 13:07;basura x todos lados en Av. Brasil 15 Miraflores, ya 16 dias sin q pase el camion, esto es un asco;98;informal;LIMPIEZA_PUBLICA;ACUMULACION_RESIDUOS;MEDIA;MUNICIPALIDAD_DISTRITAL;5;150122;LIMA;LIMA;MIRAFLORES;Av. Brasil Cdra. 15;-12.125223;-77.015404;Pedro Cordova Espinoza;pedro.cordova17@example.pe;920107706;CIUDADANO;WEB;0;1;CERRADO;9.5;0;4225;;Sin evidencia adjunta
PE311-2026-000232;17/02/2026 06:41;;buzon destapado av. los proceres cuadra 27 lima peligrosisimo, ya se robaron la tapa hace como 2 semanas;104;informal;VIA_PUBLICA;BUZON_SIN_TAPA;ALTA;MUNICIPALIDAD_DISTRITAL;15;150101;LIMA;LIMA;LIMA;Av. Los Proceres Cdra. 27;-12.05873;-77.052043;Pedro Quispe Quispe;pedro.quispe70@example.pe;925237841;CIUDADANO;TELEFONO;1;1;EN_PROCESO;;;4226;;1 archivo(s) adjunto(s)
PE311-2024-000233;30/09/2024 22:19;14/10/2024 08:19;Comunico la obstruccion parcial de la via publica en Av. Angamos cuadra 2, Trujillo, por acopio de materiales sin autorizacion municipal.;137;formal;VIA_PUBLICA;OBSTRUCCION_VIA;BAJA;MUNICIPALIDAD_DISTRITAL;15;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;Av. Angamos Cdra. 2;-8.087779;-79.027342;Milagros Ccahuana Flores;milagros.ccahuana60@example.pe;981406305;CIUDADANO;WEB;1;1;CERRADO;13.42;1;4227;;1 archivo(s) adjunto(s)
PE311-2025-000234;8/03/2025 21:58;;Comunico la existencia de un paradero informal en Av. El Sol cuadra 24, Chiclayo, que afecta el flujo vehicular y la seguridad peatonal.;136;formal;TRANSPORTE_Y_TRANSITO;PARADERO_INFORMAL;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;Av. El Sol Cdra. 24;-6.775235;-79.852855;Lucia Diaz Quispe;lucia.diaz64@example.pe;926207975;CIUDADANO;APP_MOVIL;0;1;EN_PROCESO;;;4228;;Sin evidencia adjunta
PE311-2025-000235;23/05/2025 07:40;;Comunico el funcionamiento de un local que expende bebidas alcoholicas sin licencia en Av. Grau cuadra 23, Lima, en horario no autorizado.;138;formal;SEGURIDAD_CIUDADANA;LOCAL_CLANDESTINO;MEDIA;SERENAZGO;2;150101;LIMA;LIMA;LIMA;Av. Grau Cdra. 23;-12.045626;-77.029376;Ana Salazar Ccahuana;ana.salazar47@example.pe;989239183;CIUDADANO;WEB;0;1;RECHAZADO;;;4229;;Sin evidencia adjunta
PE311-2025-000236;3/10/2025 08:58;;Reporto pista rota en Av. La Marina altura cuadra 9, Lima. Cuando llueve se llena de agua y no se ve el hueco, es peligroso para las motos.;139;coloquial;VIA_PUBLICA;BACHE_PISTA;BAJA;MUNICIPALIDAD_DISTRITAL;15;150101;LIMA;LIMA;LIMA;Av. La Marina Cdra. 9;-12.03943;-77.023606;Diego Salazar Ccahuana;diego.salazar55@example.pe;966923795;CIUDADANO;TELEFONO;1;1;EN_PROCESO;;;4230;;1 archivo(s) adjunto(s)
PE311-2025-000237;5/11/2025 14:28;13/11/2025 12:28;Solicito la reposicion de la senalizacion vertical en Calle Las Begonias cuadra 16, San Martin De Porres, dado que la senal de pare se encuentra doblada e ilegible.;164;formal;VIA_PUBLICA;SENALIZACION_DANADA;BAJA;MUNICIPALIDAD_DISTRITAL;15;150136;LIMA;LIMA;SAN MARTIN DE PORRES;Calle Las Begonias Cdra. 16;-12.002142;-77.094694;Milagros Salazar Reyes;milagros.salazar70@example.pe;996443630;CIUDADANO;TELEFONO;0;1;CERRADO;7.92;1;4231;;Sin evidencia adjunta
PE311-2025-000238;30/07/2025 09:01;;Comunico que la camara de videovigilancia instalada en Av. Brasil cuadra 14, Santiago De Surco, se encontraria inoperativa. Solicito verificacion tecnica.;154;formal;SEGURIDAD_CIUDADANA;CAMARA_INOPERATIVA;MEDIA;SERENAZGO;2;150140;LIMA;LIMA;SANTIAGO DE SURCO;Av. Brasil Cdra. 14;-12.132754;-76.981012;Gabriela Torres Rojas;gabriela.torres44@example.pe;976562963;CIUDADANO;APP_MOVIL;1;1;ASIGNADO;;;4232;;1 archivo(s) adjunto(s)
PE311-2026-000239;24/05/2026 11:04;8/06/2026 16:04;Comunico que el arbol ubicado en Jr. Junin cuadra 27, Trujillo, presenta inclinacion y raices expuestas, con riesgo de caida sobre la via publica. Solicito evaluacion.;167;formal;AREAS_VERDES;ARBOL_RIESGO_CAIDA;ALTA;MUNICIPALIDAD_DISTRITAL;20;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;Jr. Junin Cdra. 27;-8.087043;-79.042557;Lucia Ccahuana Quispe;lucia.ccahuana58@example.pe;993534261;CIUDADANO;APP_MOVIL;1;1;CERRADO;15.21;1;4233;;1 archivo(s) adjunto(s)
PE311-2025-000240;27/08/2025 06:29;2/09/2025 19:29;Comunico la acumulacion de residuos solidos en la esquina de Pasaje Los Olivos cuadra 20, Lima, la cual persiste hace 21 dias generando malos olores y proliferacion de roedores. Solicito el recojo correspondiente.;213;formal;LIMPIEZA_PUBLICA;ACUMULACION_RESIDUOS;MEDIA;MUNICIPALIDAD_DISTRITAL;5;150101;LIMA;LIMA;LIMA;Pasaje Los Olivos Cdra. 20;-12.03524;-77.052639;Carlos Castillo Ramos;carlos.castillo18@example.pe;949875137;CIUDADANO;APP_MOVIL;0;1;CERRADO;6.54;0;4234;;Sin evidencia adjunta
PE311-2026-000241;21/04/2026 21:18;3/05/2026 04:18;Comunico la interrupcion del servicio de recoleccion de residuos en Calle Los Jazmines cuadra 20, San Juan De Lurigancho, por un periodo aproximado de 34 dias.;159;formal;LIMPIEZA_PUBLICA;CAMION_NO_PASA;MEDIA;MUNICIPALIDAD_DISTRITAL;5;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Calle Los Jazmines Cdra. 20;-11.98112;-76.994144;Diego Cordova Cordova;diego.cordova79@example.pe;998846151;INSTITUCION_PRIVADA;WEB;0;1;CERRADO;11.29;0;4235;;Sin evidencia adjunta
PE311-2026-000242;10/04/2026 08:20;;poste apagado Av. Brasil 2 Cusco hace 22 dias, todo oscuro, arreglen porfavor;77;informal;ALUMBRADO_PUBLICO;POSTE_APAGADO;MEDIA;CONCESIONARIA_ELECTRICA;7;80101;CUSCO;CUSCO;CUSCO;Av. Brasil Cdra. 2;-13.527611;-71.968653;Gabriela Ccahuana Alvarez;gabriela.ccahuana43@example.pe;998623459;CIUDADANO;WEB;0;1;RECIBIDO;;;4236;;Sin evidencia adjunta
PE311-2026-000243;18/04/2026 08:02;23/04/2026 01:02;Informo sobre un hundimiento progresivo de la calzada en Av. Angamos cuadra 1, La Victoria, presuntamente asociado a una filtracion subterranea. Solicito evaluacion tecnica.;173;formal;VIA_PUBLICA;HUNDIMIENTO_VIA;BAJA;MUNICIPALIDAD_DISTRITAL;15;150117;LIMA;LIMA;LA VICTORIA;Av. Angamos Cdra. 1;-12.085538;-77.008324;Lucia Huaman Espinoza;lucia.huaman16@example.pe;993775030;CIUDADANO;TELEFONO;0;1;CERRADO;4.71;1;4237;;Sin evidencia adjunta
PE311-2025-000244;5/10/2025 16:09;;Reporto pista rota en Av. Universitaria altura cuadra 17, San Miguel. Cuando llueve se llena de agua y no se ve el hueco, es peligroso para las motos.;150;coloquial;VIA_PUBLICA;BACHE_PISTA;BAJA;MUNICIPALIDAD_DISTRITAL;15;150137;LIMA;LIMA;SAN MIGUEL;Av. Universitaria Cdra. 17;-12.091617;-77.070968;Pedro Chavez Chavez;pedro.chavez39@example.pe;955397241;CIUDADANO;WEB;0;1;DERIVADO;;;4238;;Sin evidencia adjunta
PE311-2025-000245;22/10/2025 06:08;30/10/2025 14:08;poste apagado Calle Los Cipreses 2 Trujillo hace 24 dias, todo oscuro, arreglen porfavor!!;90;informal;ALUMBRADO_PUBLICO;POSTE_APAGADO;MEDIA;CONCESIONARIA_ELECTRICA;7;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;Calle Los Cipreses Cdra. 2;-8.0911;-79.011806;Patricia Torres Quispe;patricia.torres88@example.pe;918197875;CIUDADANO;APP_MOVIL;0;1;CERRADO;8.33;0;4239;;Sin evidencia adjunta
PE311-2024-000246;30/03/2024 17:35;;Reporto pista rota en Calle Las Begonias altura cuadra 10, Lima. Cuando llueve se llena de agua y no se ve el hueco, es peligroso para las motos.;145;coloquial;VIA_PUBLICA;BACHE_PISTA;BAJA;MUNICIPALIDAD_DISTRITAL;15;150101;LIMA;LIMA;LIMA;Calle Las Begonias Cdra. 10;-12.055998;-77.061632;Ricardo Diaz Paredes;ricardo.diaz89@example.pe;990705193;CIUDADANO;WEB;0;1;RECHAZADO;;;4240;;Sin evidencia adjunta
PE311-2025-000247;25/08/2025 04:44;;Informo la quema de residuos solidos a cielo abierto en Jr. Bolivar cuadra 3, Santiago De Surco, con emision de humo toxico que afecta a la poblacion aledana.;158;formal;CONTAMINACION_Y_RUIDO;QUEMA_RESIDUOS;MEDIA;MUNICIPALIDAD_DISTRITAL;10;150140;LIMA;LIMA;SANTIAGO DE SURCO;Jr. Bolivar Cdra. 3;-12.137788;-77.000976;Ricardo Mamani Flores;ricardo.mamani30@example.pe;994103394;CIUDADANO;WEB;1;1;EN_PROCESO;;;4241;;1 archivo(s) adjunto(s)
PE311-2025-000248;2/11/2025 17:00;19/11/2025 05:00;semaforo malogrado av. los proceres 4 callao, todos pasan de frente, un peligro!!;81;informal;TRANSPORTE_Y_TRANSITO;SEMAFORO_MALOGRADO;MEDIA;MUNICIPALIDAD_PROVINCIAL;10;70101;CALLAO;CALLAO;CALLAO;Av. Los Proceres Cdra. 4;-12.05212;-77.129896;Carlos Ccahuana Flores;carlos.ccahuana34@example.pe;981262337;CIUDADANO;APP_MOVIL;0;1;CERRADO;16.5;0;4242;;Sin evidencia adjunta
PE311-2024-000249;9/04/2024 04:47;13/05/2024 17:47;URGENTE: buzon abierto sin tapa en Calle San Martin cuadra 21 La Victoria. Un nino se puede caer adentro. Por favor vengan rapido.;130;coloquial;VIA_PUBLICA;BUZON_SIN_TAPA;ALTA;MUNICIPALIDAD_DISTRITAL;15;150117;LIMA;LIMA;LA VICTORIA;Calle San Martin Cdra. 21;-12.082922;-77.033906;Jorge Huaman Torres;jorge.huaman37@example.pe;948481135;CIUDADANO;WEB;1;1;CERRADO;34.54;0;4243;;1 archivo(s) adjunto(s)
PE311-2026-000250;8/05/2026 05:49;;hay un hueco enorme en calle san martin cuadra 21 lima q ya lleva meses, cada vez esta mas grande, nadie viene a arreglar nada;126;informal;VIA_PUBLICA;BACHE_PISTA;BAJA;MUNICIPALIDAD_DISTRITAL;15;150101;LIMA;LIMA;LIMA;Calle San Martin Cdra. 21;-12.029838;-77.032272;Gabriela Cordova Huaman;gabriela.cordova30@example.pe;971091393;CIUDADANO;WEB;0;1;EN_PROCESO;;;4244;;Sin evidencia adjunta
PE311-2025-000251;10/05/2025 11:38;;Comunico una fuga de agua potable en la calzada de Av. El Sol cuadra 9, Lima, que viene desperdiciando agua de manera continua desde hace 37 dias. Solicito la reparacion de la tuberia.;184;formal;AGUA_Y_SANEAMIENTO;FUGA_AGUA_POTABLE;MEDIA;EPS_SANEAMIENTO;3;150101;LIMA;LIMA;LIMA;Av. El Sol Cdra. 9;-12.063387;-77.042818;Jorge Torres Cordova;jorge.torres86@example.pe;924561086;CIUDADANO;WEB;0;1;EN_PROCESO;;;4245;;Sin evidencia adjunta
PE311-2024-000252;16/07/2024 14:57;;Hay un olor horrible que sale de un local en Av. Grau cuadra 10, Lima. Parece quimico, nos arde la garganta.;108;coloquial;CONTAMINACION_Y_RUIDO;OLORES_NOCIVOS;MEDIA;MUNICIPALIDAD_DISTRITAL;10;150101;LIMA;LIMA;LIMA;Av. Grau Cdra. 10;-12.033464;-77.025957;Miguel Espinoza Rojas;miguel.espinoza88@example.pe;965409441;CIUDADANO;WEB;0;1;EN_PROCESO;;;4031;;Sin evidencia adjunta
PE311-2025-000253;15/09/2025 01:34;19/10/2025 06:34;Hay un arbol a punto de caerse en Jr. Cusco cuadra 20, San Martin De Porres. Con el viento se mueve muchisimo y esta encima de los cables.;138;coloquial;AREAS_VERDES;ARBOL_RIESGO_CAIDA;ALTA;MUNICIPALIDAD_DISTRITAL;20;150136;LIMA;LIMA;SAN MARTIN DE PORRES;Jr. Cusco Cdra. 20;-12.013892;-77.081957;Carmen Vargas Mamani;carmen.vargas32@example.pe;990617532;INSTITUCION_PRIVADA;WEB;0;1;CERRADO;34.21;0;4246;;Sin evidencia adjunta
